x,y,Rx,Ry,Rz
-1.0,-2.0,-2.57872349741e-24,9.33864644921e-24,-1.44945352302e-24
-1.0,-1.95,-2.9248999645e-24,1.02489402356e-23,-1.59299986007e-24
-1.0,-1.9,-3.32043153396e-24,1.12532640096e-23,-1.75061547801e-24
-1.0,-1.85,-3.77252493351e-24,1.23610835746e-23,-1.92346667691e-24
-1.0,-1.8,-4.28940126739e-24,1.3582608493e-23,-2.11274665915e-24
-1.0,-1.75,-4.88041435659e-24,1.4928777717e-23,-2.31965346981e-24
-1.0,-1.7,-5.556172895e-24,1.64112175532e-23,-2.54536030029e-24
-1.0,-1.65,-6.32866229261e-24,1.80421634707e-23,-2.79097661558e-24
-1.0,-1.6,-7.21136023984e-24,1.98343359246e-23,-3.05749849013e-24
-1.0,-1.55,-8.21933779287e-24,2.18007593237e-23,-3.34574658056e-24
-1.0,-1.5,-9.36933521623e-24,2.39545129007e-23,-3.65629040252e-24
-1.0,-1.45,-1.06797991318e-23,2.63084031487e-23,-3.98935811993e-24
-1.0,-1.4,-1.21708651492e-23,2.88745505749e-23,-4.34473203691e-24
-1.0,-1.35,-1.38642688911e-23,3.16638900703e-23,-4.72163157859e-24
-1.0,-1.3,-1.57831695257e-23,3.46855959622e-23,-5.11858795056e-24
-1.0,-1.25,-1.79518756786e-23,3.79464620201e-23,-5.53331806684e-24
-1.0,-1.2,-2.03954769923e-23,4.14502959313e-23,-5.96260984934e-24
-1.0,-1.15,-2.31394097717e-23,4.51974295935e-23,-6.40223656456e-24
-1.0,-1.1,-2.62090270944e-23,4.91845026315e-23,-6.84692404298e-24
-1.0,-1.05,-2.96293074214e-23,5.34047458717e-23,-7.29040035377e-24
-1.0,-1.0,-3.34249238522e-23,5.78490677848e-23,-7.72556072728e-24
-1.0,-0.95,-3.76210050314e-23,6.25083143691e-23,-8.14477783905e-24
-1.0,-0.9,-4.2245031197e-23,6.7377101236e-23,-8.54037407806e-24
-1.0,-0.85,-4.73303843411e-23,7.24595557811e-23,-8.90524203812e-24
-1.0,-0.8,-5.2922034385e-23,7.77770858546e-23,-9.2335463741e-24
-1.0,-0.75,-5.90845754759e-23,8.33778232841e-23,-9.52136202723e-24
-1.0,-0.7,-6.59121743732e-23,8.93465990822e-23,-9.76700729097e-24
-1.0,-0.65,-7.35388071906e-23,9.58131732902e-23,-9.97073821816e-24
-1.0,-0.6,-8.21453898793e-23,1.02955081918e-22,-1.01334293924e-23
-1.0,-0.55,-9.19582545513e-23,1.10990218061e-22,-1.02539443912e-23
-1.0,-0.5,-1.03231538903e-22,1.20153766016e-22,-1.03251754557e-23
-1.0,-0.45,-1.16205671184e-22,1.3065524027e-22,-1.03292547865e-23
-1.0,-0.4,-1.31036944217e-22,1.42615046149e-22,-1.02331668627e-23
-1.0,-0.35,-1.47700738908e-22,1.55986597723e-22,-9.98672055551e-24
-1.0,-0.3,-1.6588350274e-22,1.70478850464e-22,-9.52518555877e-24
-1.0,-0.25,-1.84893480277e-22,1.85502605363e-22,-8.77837517608e-24
-1.0,-0.2,-2.03631071413e-22,2.00167849763e-22,-7.68623013747e-24
-1.0,-0.15,-2.20657729133e-22,2.13353986747e-22,-6.21819829335e-24
-1.0,-0.1,-2.34380617402e-22,2.23857554119e-22,-4.39086083641e-24
-1.0,-0.05,-2.43330320045e-22,2.30595748471e-22,-2.27689516915e-24
-1.0,0.0,-2.46464689388e-22,2.32818113143e-22,-1.434103108e-36
-0.95,-2.0,-2.79846815773e-24,1.00977025768e-23,-1.59265811645e-24
-0.95,-1.95,-3.18470866534e-24,1.11115429243e-23,-1.75561790275e-24
-0.95,-1.9,-3.62795821523e-24,1.22343919633e-23,-1.93532480531e-24
-0.95,-1.85,-4.13693016385e-24,1.34779190747e-23,-2.13329782168e-24
-0.95,-1.8,-4.72164928712e-24,1.48548421812e-23,-2.35112034454e-24
-0.95,-1.75,-5.39362560763e-24,1.63789443451e-23,-2.59041861303e-24
-0.95,-1.7,-6.16604047927e-24,1.80650609214e-23,-2.85283102926e-24
-0.95,-1.65,-7.05394110506e-24,1.9929026194e-23,-3.13996615801e-24
-0.95,-1.6,-8.07443729057e-24,2.19875660315e-23,-3.45334698044e-24
-0.95,-1.55,-9.24689115113e-24,2.42581207441e-23,-3.79433882789e-24
-0.95,-1.5,-1.05930866676e-23,2.67585803959e-23,-4.16405847245e-24
-0.95,-1.45,-1.21373615327e-23,2.95069140267e-23,-4.56326223698e-24
-0.95,-1.4,-1.39066790273e-23,3.2520675668e-23,-4.99221190375e-24
-0.95,-1.35,-1.59306135671e-23,3.58163754324e-23,-5.45051891269e-24
-0.95,-1.3,-1.82412216878e-23,3.94087158317e-23,-5.93697018108e-24
-0.95,-1.25,-2.08727734108e-23,4.33097153507e-23,-6.44934323113e-24
-0.95,-1.2,-2.38613316643e-23,4.75277777568e-23,-6.98422455708e-24
