z,result
-1.0,-0.000176461714041
-0.95,-0.000237571101218
-0.9,-0.000333398030094
-0.85,-0.000407147346597
-0.8,-0.000540330798491
-0.75,-0.000732269596926
-0.7,-0.000568148108308
-0.65,-0.000319785285246
-0.6,0.000590508539815
-0.55,0.00163321401338
-0.5,0.0115813641133
-0.45,0.0352894494525
-0.4,0.102694411291
-0.35,0.155397791868
-0.3,0.323716925281
-0.25,4.69969739134
-0.2,-6.27914030881
-0.15,-167.665071936
-0.1,-6715.97991098
-0.05,1923223.85968
0.0,nan
