x,y,result
-1.0,-1.0,-4.96433793635e-08
-0.95,-1.0,-6.7375657688e-08
-0.9,-1.0,-9.14778576322e-08
-0.85,-1.0,-1.24140421498e-07
-0.8,-1.0,-1.68208381016e-07
-0.75,-1.0,-2.2730426543e-07
-0.7,-1.0,-3.05923761162e-07
-0.65,-1.0,-4.09462443311e-07
-0.6,-1.0,-5.4411251646e-07
-0.55,-1.0,-7.16550270677e-07
-0.5,-1.0,-9.33326433286e-07
-0.45,-1.0,-1.19988616986e-06
-0.4,-1.0,-1.51919936059e-06
-0.35,-1.0,-1.89008751885e-06
-0.3,-1.0,-2.30548875738e-06
-0.25,-1.0,-2.75107530191e-06
-0.2,-1.0,-3.20476234011e-06
-0.15,-1.0,-3.63763212205e-06
-0.1,-1.0,-4.01656856342e-06
-0.05,-1.0,-4.30845336817e-06
0.0,-1.0,3.90921514253e-06
0.05,-1.0,4.52869123444e-06
0.1,-1.0,4.43379446956e-06
0.15,-1.0,4.20953960351e-06
0.2,-1.0,3.87724760933e-06
0.25,-1.0,3.46672586271e-06
0.3,-1.0,3.01138798872e-06
0.35,-1.0,2.54351331647e-06
0.4,-1.0,2.09058190804e-06
0.45,-1.0,1.67315363835e-06
0.5,-1.0,1.30428449987e-06
0.55,-1.0,9.90141020491e-07
0.6,-1.0,7.31335639618e-07
0.65,-1.0,5.24530454784e-07
0.7,-1.0,3.6397386335e-07
0.75,-1.0,2.42776249699e-07
0.8,-1.0,1.53852266075e-07
0.85,-1.0,9.05398005871e-08
0.9,-1.0,4.69495800021e-08
0.95,-1.0,1.81139389178e-08
1.0,-1.0,0.0
1.05,-1.0,-1.05591901564e-08
1.1,-1.0,-1.59758635781e-08
1.15,-1.0,-1.80339716645e-08
1.2,-1.0,-1.8013816704e-08
1.25,-1.0,-1.68051888566e-08
1.3,-1.0,-1.50043890911e-08
1.35,-1.0,-1.29938211342e-08
1.4,-1.0,-1.10048598404e-08
1.45,-1.0,-9.16582939365e-09
1.5,-1.0,-7.53743330635e-09
1.55,-1.0,-6.13807607123e-09
1.6,-1.0,-4.96135829409e-09
1.65,-1.0,-3.98772921735e-09
1.7,-1.0,-3.19192707662e-09
1.75,-1.0,-2.54748570807e-09
1.8,-1.0,-2.0292692905e-09
1.85,-1.0,-1.61473222829e-09
1.9,-1.0,-1.28439159761e-09
1.95,-1.0,-1.02184126334e-09
2.0,-1.0,-8.13521908443e-10
-1.0,-0.95,-6.10994663599e-08
-0.95,-0.95,-8.413331617e-08
-0.9,-0.95,-1.16001666493e-07
-0.85,-0.95,-1.60007040705e-07
-0.8,-0.95,-2.20565709268e-07
-0.75,-0.95,-3.03481590676e-07
-0.7,-0.95,-4.16211391392e-07
-0.65,-0.95,-5.68055318101e-07
-0.6,-0.95,-7.70164945239e-07
-0.55,-0.95,-1.03521046323e-06
-0.5,-0.95,-1.3765077286e-06
-0.45,-0.95,-1.8063987538e-06
-0.4,-0.95,-2.33374811474e-06
-0.35,-0.95,-2.96060574007e-06
-0.3,-0.95,-3.67841439775e-06
-0.25,-0.95,-4.46456646928e-06
-0.2,-0.95,-5.28050084582e-06
-0.15,-0.95,-6.07264780655e-06
-0.1,-0.95,-6.77714220318e-06
-0.05,-0.95,-7.32825091891e-06
0.0,-0.95,5.34597953805e-06
0.05,-0.95,7.76229946265e-06
0.1,-0.95,7.59706126852e-06
0.15,-0.95,7.19141173733e-06
0.2,-0.95,6.58818062869e-06
0.25,-0.95,5.84654762836e-06
0.3,-0.95,5.03153714674e-06
0.35,-0.95,4.20422652087e-06
0.4,-0.95,3.41466700151e-06
0.45,-0.95,2.69832623794e-06
0.5,-0.95,2.07576718081e-06
0.55,-0.95,1.55461640842e-06
0.6,-0.95,1.13270031458e-06
0.65,-0.95,8.01402971567e-07
0.7,-0.95,5.48629185024e-07
0.75,-0.95,3.61083903844e-07
0.8,-0.95,2.25822506071e-07
0.85,-0.95,1.3116718324e-07
0.9,-0.95,6.71408971563e-08
0.95,-0.95,2.55723107386e-08
1.0,-0.95,0.0
1.05,-0.95,-1.4528987814e-08
1.1,-0.95,-2.17021418202e-08
1.15,-0.95,-2.41864777595e-08
1.2,-0.95,-2.38534101273e-08
1.25,-0.95,-2.19729859855e-08
1.3,-0.95,-1.93741976286e-08
1.35,-0.95,-1.65723721517e-08
1.4,-0.95,-1.38669820303e-08
1.45,-0.95,-1.14143137425e-08
1.5,-0.95,-9.27971359068e-09
1.55,-0.95,-7.47389958545e-09
1.6,-0.95,-5.97730064568e-09
1.65,-0.95,-4.75571971151e-09
1.7,-0.95,-3.76993109026e-09
1.75,-0.95,-2.98118961117e-09
1.8,-0.95,-2.35409037297e-09
1.85,-0.95,-1.85778669523e-09
1.9,-0.95,-1.46624614477e-09
1.95,-0.95,-1.15798623194e-09
2.0,-0.95,-9.15564918545e-10
-1.0,-0.9,-7.47897472834e-08
-0.95,-0.9,-1.04537706332e-07
-0.9,-0.9,-1.46460883928e-07
-0.85,-0.9,-2.05498316914e-07
-0.8,-0.9,-2.88454676419e-07
-0.75,-0.9,-4.04566890759e-07
-0.7,-0.9,-5.66128550497e-07
-0.65,-0.9,-7.89079822233e-07
-0.6,-0.9,-1.09338383124e-06
-0.55,-0.9,-1.50289312635e-06
-0.5,-0.9,-2.04428015823e-06
-0.45,-0.9,-2.74451371859e-06
-0.4,-0.9,-3.62640130967e-06
-0.35,-0.9,-4.70201139765e-06
-0.3,-0.9,-5.96444939743e-06
-0.25,-0.9,-7.37947767195e-06
-0.2,-0.9,-8.8795853953e-06
-0.15,-0.9,-1.03637662296e-05
-0.1,-0.9,-1.17057381141e-05
-0.05,-0.9,-1.27712096774e-05
0.0,-0.9,-9.00715055144e-06
0.05,-0.9,1.36371192088e-05
0.1,-0.9,1.33353113604e-05
0.15,-0.9,1.25739441961e-05
0.2,-0.9,1.14425601215e-05
0.25,-0.9,1.00627729902e-05
0.3,-0.9,8.56485530987e-06
0.35,-0.9,7.06700573135e-06
0.4,-0.9,5.66160985522e-06
0.45,-0.9,4.40969918949e-06
0.5,-0.9,3.34227746296e-06
0.55,-0.9,2.46593185254e-06
0.6,-0.9,1.77010857484e-06
0.65,-0.9,1.23411330155e-06
