x,y,result
-1.0,-1.0,-4.40911085143e-08
-0.95,-1.0,-5.94353029926e-08
-0.9,-1.0,-8.01142383941e-08
-0.85,-1.0,-1.07880715098e-07
-0.8,-1.0,-1.44970720978e-07
-0.75,-1.0,-1.94170120348e-07
-0.7,-1.0,-2.58842754962e-07
-0.65,-1.0,-3.42879668302e-07
-0.6,-1.0,-4.50510795163e-07
-0.55,-1.0,-5.85900623201e-07
-0.5,-1.0,-7.52431868468e-07
-0.45,-1.0,-9.515708845e-07
-0.4,-1.0,-1.1812079443e-06
-0.35,-1.0,-1.43336997066e-06
-0.3,-1.0,-1.69120061041e-06
-0.25,-1.0,-1.92511165329e-06
-0.2,-1.0,-2.08827437916e-06
-0.15,-1.0,-2.11324317972e-06
-0.1,-1.0,-1.91746181991e-06
-0.05,-1.0,-1.43686876253e-06
0.0,-1.0,-6.98689258368e-07
0.05,-1.0,1.34951071968e-07
0.1,-1.0,8.57277953092e-07
0.15,-1.0,1.35040063009e-06
0.2,-1.0,1.60518234189e-06
0.25,-1.0,1.66716226545e-06
0.3,-1.0,1.59361135965e-06
0.35,-1.0,1.43595270115e-06
0.4,-1.0,1.23507955608e-06
0.45,-1.0,1.02112981427e-06
0.5,-1.0,8.14645506399e-07
0.55,-1.0,6.28203227747e-07
0.6,-1.0,4.68184551948e-07
0.65,-1.0,3.36487012702e-07
0.7,-1.0,2.32033656449e-07
0.75,-1.0,1.51999491027e-07
0.8,-1.0,9.27320476527e-08
0.85,-1.0,5.03878794737e-08
0.9,-1.0,2.1332273583e-08
0.95,-1.0,2.35808906766e-09
1.0,-1.0,-9.22309405248e-09
1.05,-1.0,-1.55729379426e-08
1.1,-1.0,-1.83672594278e-08
1.15,-1.0,-1.88615367313e-08
1.2,-1.0,-1.79647716877e-08
1.25,-1.0,-1.63116536237e-08
1.3,-1.0,-1.43274125996e-08
1.35,-1.0,-1.22827858132e-08
1.4,-1.0,-1.03384926312e-08
1.45,-1.0,-8.57980778028e-09
1.5,-1.0,-7.04246325755e-09
1.55,-1.0,-5.73136992581e-09
1.6,-1.0,-4.63366199193e-09
1.65,-1.0,-3.72743254769e-09
1.7,-1.0,-2.98732058185e-09
1.75,-1.0,-2.38788101285e-09
1.8,-1.0,-1.9054518348e-09
1.85,-1.0,-1.51904382457e-09
1.9,-1.0,-1.21062501737e-09
1.95,-1.0,-9.65053990039e-10
2.0,-1.0,-7.69828782044e-10
-1.0,-0.95,-5.39814157359e-08
-0.95,-0.95,-7.37830590998e-08
-0.9,-0.95,-1.0092649442e-07
-0.85,-0.95,-1.38033642598e-07
-0.8,-0.95,-1.88547233562e-07
-0.75,-0.95,-2.56895165253e-07
-0.7,-0.95,-3.48617639975e-07
-0.65,-0.95,-4.70391931826e-07
-0.6,-0.95,-6.29851082227e-07
-0.55,-0.95,-8.35045934016e-07
-0.5,-0.95,-1.09335131472e-06
-0.45,-0.95,-1.40957856475e-06
-0.4,-0.95,-1.78304130291e-06
-0.35,-0.95,-2.20333537012e-06
-0.3,-0.95,-2.64463110301e-06
-0.25,-0.95,-3.0583723668e-06
-0.2,-0.95,-3.36482612707e-06
-0.15,-0.95,-3.44676188519e-06
-0.1,-0.95,-3.15871010903e-06
-0.05,-0.95,-2.38489956898e-06
0.0,-0.95,-1.16547167807e-06
0.05,-0.95,2.2564984447e-07
0.1,-0.95,1.43323107483e-06
0.15,-0.95,2.25185982698e-06
0.2,-0.95,2.66391049099e-06
0.25,-0.95,2.74808464478e-06
0.3,-0.95,2.604690889e-06
0.35,-0.95,2.32397651499e-06
0.4,-0.95,1.97711482851e-06
0.45,-0.95,1.61552814493e-06
0.5,-0.95,1.27309470629e-06
0.55,-0.95,9.69407097587e-07
0.6,-0.95,7.13291739066e-07
0.65,-0.95,5.06113210456e-07
0.7,-0.95,3.44573062844e-07
0.75,-0.95,2.22877057538e-07
0.8,-0.95,1.34274882554e-07
0.85,-0.95,7.205741541e-08
0.9,-0.95,3.01310731333e-08
0.95,-0.95,3.28994505595e-09
1.0,-0.95,-1.27107762227e-08
1.05,-0.95,-2.12003166155e-08
1.1,-0.95,-2.4700195036e-08
1.15,-0.95,-2.50570319819e-08
1.2,-0.95,-2.35772619697e-08
1.25,-0.95,-2.11507949201e-08
1.3,-0.95,-1.8357374349e-08
1.35,-0.95,-1.55536464835e-08
1.4,-0.95,-1.29415318524e-08
1.45,-0.95,-1.06199171551e-08
1.5,-0.95,-8.62233398266e-09
1.55,-0.95,-6.94342689142e-09
1.6,-0.95,-5.55683125503e-09
1.65,-0.95,-4.4267269265e-09
1.7,-0.95,-3.51491280216e-09
1.75,-0.95,-2.78483084105e-09
1.8,-0.95,-2.20359748778e-09
1.85,-0.95,-1.74279452206e-09
1.9,-0.95,-1.37853319354e-09
1.95,-0.95,-1.09112893096e-09
2.0,-0.95,-8.64598509107e-10
-1.0,-0.9,-6.57196678841e-08
-0.95,-0.9,-9.11197856364e-08
-0.9,-0.9,-1.26555966041e-07
-0.85,-0.9,-1.75915597757e-07
-0.8,-0.9,-2.44454868013e-07
-0.75,-0.9,-3.39154668406e-07
-0.7,-0.9,-4.69066105088e-07
-0.65,-0.9,-6.4554714569e-07
-0.6,-0.9,-8.82215251817e-07
-0.55,-0.9,-1.19433667632e-06
-0.5,-0.9,-1.59724951014e-06
-0.45,-0.9,-2.10329759695e-06
-0.4,-0.9,-2.71667445407e-06
-0.35,-0.9,-3.42558277208e-06
-0.3,-0.9,-4.19123837462e-06
-0.25,-0.9,-4.93358133844e-06
-0.2,-0.9,-5.51476712938e-06
-0.15,-0.9,-5.72669679626e-06
-0.1,-0.9,-5.30672176642e-06
-0.05,-0.9,-4.04014577533e-06
0.0,-0.9,-1.98498679685e-06
0.05,-0.9,3.85226442428e-07
0.1,-0.9,2.44536539311e-06
0.15,-0.9,3.82919078278e-06
0.2,-0.9,4.50323088178e-06
0.25,-0.9,4.6080108176e-06
0.3,-0.9,4.32430387655e-06
0.35,-0.9,3.81444847116e-06
0.4,-0.9,3.20477665669e-06
0.45,-0.9,2.58417849047e-06
0.5,-0.9,2.00871572806e-06
0.55,-0.9,1.50844488394e-06
0.6,-0.9,1.09459652512e-06
0.65,-0.9,7.66043018382e-07
0.7,-0.9,5.1450960254e-07
0.75,-0.9,3.28386097114e-07
0.8,-0.9,1.95262197599e-07
0.85,-0.9,1.0343979037e-07
0.9,-0.9,4.27040623103e-08
0.95,-0.9,4.60390184378e-09
1.0,-0.9,-1.75634327957e-08
1.05,-0.9,-2.89256202029e-08
1.1,-0.9,-3.32767485681e-08
1.15,-0.9,-3.33326940247e-08
1.2,-0.9,-3.09703382844e-08
1.25,-0.9,-2.74360158381e-08
1.3,-0.9,-2.35179924249e-08
1.35,-0.9,-1.9683270198e-08
1.4,-0.9,-1.61820385747e-08
1.45,-0.9,-1.31245466771e-08
