x,y,result
-1.0,-2.0,-0.00392377159589
-0.9875,-2.0,-0.00395032784222
-0.975,-2.0,-0.00397585373577
-0.9625,-2.0,-0.00400029976567
-0.95,-2.0,-0.00402361591197
-0.9375,-2.0,-0.00404575170391
-0.925,-2.0,-0.00406665628155
-0.9125,-2.0,-0.00408627846108
-0.9,-2.0,-0.00410456680358
-0.8875,-2.0,-0.0041214696873
-0.875,-2.0,-0.00413693538346
-0.8625,-2.0,-0.00415091213546
-0.85,-2.0,-0.00416334824152
-0.8375,-2.0,-0.00417419214064
-0.825,-2.0,-0.00418339250176
-0.8125,-2.0,-0.00419089831614
-0.8,-2.0,-0.0041966589927
-0.7875,-2.0,-0.00420062445632
-0.775,-2.0,-0.00420274524883
-0.7625,-2.0,-0.00420297263265
-0.75,-2.0,-0.0042012586968
-0.7375,-2.0,-0.00419755646514
-0.725,-2.0,-0.0041918200066
-0.7125,-2.0,-0.00418400454718
-0.7,-2.0,-0.00417406658346
-0.6875,-2.0,-0.00416196399736
-0.675,-2.0,-0.00414765617192
-0.6625,-2.0,-0.00413110410764
-0.65,-2.0,-0.00411227053932
-0.6375,-2.0,-0.00409112005281
-0.625,-2.0,-0.00406761920155
-0.6125,-2.0,-0.00404173662241
-0.6,-2.0,-0.00401344315046
-0.5875,-2.0,-0.00398271193242
-0.575,-2.0,-0.00394951853826
-0.5625,-2.0,-0.00391384107064
-0.55,-2.0,-0.00387566027175
-0.5375,-2.0,-0.00383495962716
-0.525,-2.0,-0.0037917254663
-0.5125,-2.0,-0.00374594705901
-0.5,-2.0,-0.00369761670804
-0.4875,-2.0,-0.00364672983673
-0.475,-2.0,-0.00359328507174
-0.4625,-2.0,-0.00353728432028
-0.45,-2.0,-0.00347873284153
-0.4375,-2.0,-0.0034176393118
-0.425,-2.0,-0.00335401588306
-0.4125,-2.0,-0.00328787823455
-0.4,-2.0,-0.00321924561703
-0.3875,-2.0,-0.00314814088946
-0.375,-2.0,-0.00307459054762
-0.3625,-2.0,-0.00299862474462
-0.35,-2.0,-0.00292027730287
-0.3375,-2.0,-0.00283958571736
-0.325,-2.0,-0.00275659114992
-0.3125,-2.0,-0.00267133841456
-0.3,-2.0,-0.00258387595339
-0.2875,-2.0,-0.00249425580329
-0.275,-2.0,-0.00240253355312
-0.2625,-2.0,-0.00230876829144
-0.25,-2.0,-0.00221302254481
-0.2375,-2.0,-0.00211536220654
-0.225,-2.0,-0.00201585645618
-0.2125,-2.0,-0.00191457766967
-0.2,-2.0,-0.00181160132034
-0.1875,-2.0,-0.00170700587105
-0.175,-2.0,-0.00160087265755
-0.1625,-2.0,-0.00149328576337
-0.15,-2.0,-0.00138433188657
-0.1375,-2.0,-0.00127410019867
-0.125,-2.0,-0.00116268219608
-0.1125,-2.0,-0.00105017154446
-0.1,-2.0,-0.000936663916473
-0.0875,-2.0,-0.000822256823355
-0.075,-2.0,-0.000707049440791
-0.0625,-2.0,-0.000591142429649
-0.05,-2.0,-0.000474637752077
-0.0375,-2.0,-0.000357638483546
-0.025,-2.0,-0.000240248621426
-0.0125,-2.0,-0.000122572890667
0.0,-2.0,-4.7165472316e-06
0.0125,-2.0,0.000113214820124
0.025,-2.0,0.000231115489082
0.0375,-2.0,0.000348879803365
0.05,-2.0,0.000466402372088
0.0625,-2.0,0.000583578268209
0.075,-2.0,0.000700303225458
0.0875,-2.0,0.000816473833114
0.1,-2.0,0.000931987728026
0.1125,-2.0,0.00104674378327
0.125,-2.0,0.00116064229287
0.1375,-2.0,0.00127358515199
0.15,-2.0,0.0013854760321
0.1625,-2.0,0.00149622055057
0.175,-2.0,0.00160572643419
0.1875,-2.0,0.00171390367615
0.2,-2.0,0.00182066468608
0.2125,-2.0,0.00192592443275
0.225,-2.0,0.00202960057896
0.2375,-2.0,0.00213161360843
0.25,-2.0,0.00223188694432
0.2625,-2.0,0.00233034705903
0.275,-2.0,0.00242692357529
0.2875,-2.0,0.00252154935808
0.3,-2.0,0.00261416059741
0.3125,-2.0,0.00270469688184
0.325,-2.0,0.00279310126251
0.3375,-2.0,0.00287932030788
0.35,-2.0,0.00296330414899
0.3625,-2.0,0.00304500651533
0.375,-2.0,0.00312438476149
0.3875,-2.0,0.00320139988449
0.4,-2.0,0.00327601653216
0.4125,-2.0,0.00334820300258
0.425,-2.0,0.00341793123482
0.4375,-2.0,0.00348517679122
0.45,-2.0,0.00354991883148
0.4625,-2.0,0.00361214007876
0.475,-2.0,0.00367182677822
0.4875,-2.0,0.00372896864815
0.5,-2.0,0.00378355882419
0.5125,-2.0,0.00383559379688
0.525,-2.0,0.00388507334295
0.5375,-2.0,0.00393200045076
0.55,-2.0,0.0039763812402
0.5625,-2.0,0.00401822487751
0.575,-2.0,0.00405754348542
0.5875,-2.0,0.00409435204896
0.6,-2.0,0.00412866831745
0.6125,-2.0,0.00416051270291
0.625,-2.0,0.00418990817555
0.6375,-2.0,0.00421688015643
0.65,-2.0,0.00424145640798
0.6625,-2.0,0.00426366692256
0.675,-2.0,0.00428354380954
0.6875,-2.0,0.0043011211813
0.7,-2.0,0.00431643503841
0.7125,-2.0,0.00432952315442
0.725,-2.0,0.0043404249606
0.7375,-2.0,0.00434918143089
0.75,-2.0,0.00435583496743
0.7625,-2.0,0.00436042928699
0.775,-2.0,0.00436300930847
