0.001,6.33922193037e-13
0.002,2.53564313062e-12
0.003,5.705025895e-12
0.004,1.01418423127e-11
0.005,1.5845772989e-11
0.006,2.28164073553e-11
0.007,3.10532437311e-11
0.008,4.05556893994e-11
0.009,5.13230606947e-11
0.01,6.33545831065e-11
0.011,7.66493913945e-11
0.012,9.12065297186e-11
0.013,1.07024951782e-10
0.014,1.24103520986e-10
0.015,1.42441010605e-10
0.016,1.62036103963e-10
0.017,1.82887394636e-10
0.018,2.04993386658e-10
0.019,2.28352494748e-10
0.02,2.52963044543e-10
0.021,2.7882327285e-10
0.022,3.05931327907e-10
0.023,3.34285269659e-10
0.024,3.63883070049e-10
0.025,3.94722613313e-10
0.026,4.26801696302e-10
0.027,4.60118028803e-10
0.028,4.94669233882e-10
0.029,5.30452848232e-10
0.03,5.67466322541e-10
0.031,6.05707021868e-10
0.032,6.45172226029e-10
0.033,6.85859130003e-10
0.034,7.27764844339e-10
0.035,7.70886395586e-10
0.036,8.15220726727e-10
0.037,8.6076469763e-10
0.038,9.07515085504e-10
0.039,9.55468585376e-10
0.04,1.00462181057e-09
0.041,1.05497129319e-09
0.042,1.10651348466e-09
0.043,1.15924475621e-09
0.044,1.21316139939e-09
0.045,1.26825962665e-09
0.046,1.32453557187e-09
0.047,1.38198529089e-09
0.048,1.44060476213e-09
0.049,1.50038988714e-09
0.05,1.56133649117e-09
0.051,1.62344032382e-09
0.052,1.6866970596e-09
0.053,1.7511022986e-09
0.054,1.81665156704e-09
0.055,1.88334031801e-09
0.056,1.95116393201e-09
0.057,2.02011771768e-09
0.058,2.09019691245e-09
0.059,2.16139668319e-09
0.06,2.2337121269e-09
0.061,2.30713827141e-09
0.062,2.38167007607e-09
0.063,2.45730243247e-09
0.064,2.53403016511e-09
0.065,2.61184803217e-09
0.066,2.69075072623e-09
0.067,2.77073287498e-09
0.068,2.85178904198e-09
0.069,2.93391372742e-09
0.07,3.01710136885e-09
0.071,3.10134634197e-09
0.072,3.18664296138e-09
0.073,3.27298548137e-09
0.074,3.3603680967e-09
0.075,3.44878494338e-09
0.076,3.53823009946e-09
0.077,3.62869758586e-09
0.078,3.72018136712e-09
0.079,3.81267535227e-09
0.08,3.90617339561e-09
0.081,4.00066929751e-09
0.082,4.0961568053e-09
0.083,4.19262961403e-09
0.084,4.29008136734e-09
0.085,4.38850565829e-09
0.086,4.4878960302e-09
0.087,4.58824597748e-09
0.088,4.68954894651e-09
0.089,4.79179833645e-09
0.09,4.89498750014e-09
0.091,4.99910974491e-09
0.092,5.1041583335e-09
0.093,5.21012648485e-09
0.094,5.31700737502e-09
0.095,5.42479413804e-09
0.096,5.53347986677e-09
0.097,5.6430576138e-09
0.098,5.75352039228e-09
0.099,5.86486117683e-09
0.1,5.97707290441e-09
0.101,6.09014847519e-09
0.102,6.20408075342e-09
0.103,6.31886256832e-09
0.104,6.43448671497e-09
0.105,6.55094595518e-09
0.106,6.66823301835e-09
0.107,6.78634060239e-09
0.108,6.90526137456e-09
0.109,7.02498797239e-09
0.11,7.14551300452e-09
0.111,7.26682905163e-09
0.112,7.38892866725e-09
0.113,7.5118043787e-09
0.114,7.63544868793e-09
0.115,7.75985407243e-09
0.116,7.88501298606e-09
0.117,8.01091785995e-09
0.118,8.13756110336e-09
0.119,8.26493510458e-09
0.12,8.39303223174e-09
0.121,8.52184483372e-09
0.122,8.651365241e-09
0.123,8.78158576653e-09
0.124,8.91249870656e-09
0.125,9.04409634152e-09
0.126,9.17637093687e-09
0.127,9.30931474394e-09
0.128,9.44292000077e-09
