x,y,result
-1.0,-1.0,-2.10690134091e-07
-0.95,-1.0,-2.84055107043e-07
-0.9,-1.0,-3.83145678471e-07
-0.85,-1.0,-5.16599400743e-07
-0.8,-1.0,-6.95568876236e-07
-0.75,-1.0,-9.34174506648e-07
-0.7,-1.0,-1.24984816087e-06
-0.65,-1.0,-1.66341292157e-06
-0.6,-1.0,-2.19867527783e-06
-0.55,-1.0,-2.88124333316e-06
-0.5,-1.0,-3.73625873724e-06
-0.45,-1.0,-4.78478838585e-06
-0.4,-1.0,-6.03882013118e-06
-0.35,-1.0,-7.49518572464e-06
-0.3,-1.0,-9.129280283e-06
-0.25,-1.0,-1.08900472295e-05
-0.2,-1.0,-1.2698117125e-05
-0.15,-1.0,-1.44489197887e-05
-0.1,-1.0,-1.60217851564e-05
-0.05,-1.0,-1.72945166451e-05
0.0,-1.0,1.58287329297e-05
0.05,-1.0,1.85483914164e-05
0.1,-1.0,1.84284886537e-05
0.15,-1.0,1.78221905381e-05
0.2,-1.0,1.67942122905e-05
0.25,-1.0,1.54409088858e-05
0.3,-1.0,1.38742396669e-05
0.35,-1.0,1.22058366283e-05
0.4,-1.0,1.05343048474e-05
0.45,-1.0,8.93739236375e-06
0.5,-1.0,7.46913247707e-06
0.55,-1.0,6.16096980793e-06
0.6,-1.0,5.02540186029e-06
0.65,-1.0,4.06070675674e-06
0.7,-1.0,3.25566881408e-06
0.75,-1.0,2.59364418513e-06
0.8,-1.0,2.05568711452e-06
0.85,-1.0,1.622721919e-06
0.9,-1.0,1.27689340341e-06
0.95,-1.0,1.00228528745e-06
1.0,-1.0,7.85195770026e-07
1.05,-1.0,6.14130097879e-07
1.1,-1.0,4.79631444571e-07
1.15,-1.0,3.74034597322e-07
1.2,-1.0,2.91196777146e-07
1.25,-1.0,2.26237512853e-07
1.3,-1.0,1.75304088012e-07
1.35,-1.0,1.35369213272e-07
1.4,-1.0,1.04061718228e-07
1.45,-1.0,7.95279103403e-08
1.5,-1.0,6.03198258342e-08
1.55,-1.0,4.53062020711e-08
1.6,-1.0,3.36021686909e-08
1.65,-1.0,2.4514093184e-08
1.7,-1.0,1.74965502234e-08
1.75,-1.0,1.21189147073e-08
1.8,-1.0,8.0395557549e-09
1.85,-1.0,4.98601193919e-09
1.9,-1.0,2.73985351747e-09
1.95,-1.0,1.1251925756e-09
2.0,-1.0,0.0
-1.0,-0.95,-2.554902902e-07
-0.95,-0.95,-3.49208974414e-07
-0.9,-0.95,-4.77938059106e-07
-0.85,-0.95,-6.54420918481e-07
-0.8,-0.95,-8.955718449e-07
-0.75,-0.95,-1.22345482258e-06
-0.7,-0.95,-1.66620759876e-06
-0.65,-0.95,-2.25866730994e-06
-0.6,-0.95,-3.04230429858e-06
-0.55,-0.95,-4.06390299778e-06
-0.5,-0.95,-5.3722948895e-06
-0.45,-0.95,-7.01244541531e-06
-0.4,-0.95,-9.01646274624e-06
-0.35,-0.95,-1.13917731752e-05
-0.3,-0.95,-1.41078508217e-05
-0.25,-0.95,-1.70843361595e-05
-0.2,-0.95,-2.01846415485e-05
-0.15,-0.95,-2.32194490026e-05
-0.1,-0.95,-2.5963095234e-05
-0.05,-0.95,-2.81824947925e-05
0.0,-0.95,2.06849501676e-05
0.05,-0.95,3.02980280777e-05
0.1,-0.95,3.00063634136e-05
0.15,-0.95,2.88472510458e-05
0.2,-0.95,2.6954333394e-05
0.25,-0.95,2.45190999117e-05
0.3,-0.95,2.17566779291e-05
0.35,-0.95,1.88736150395e-05
0.4,-0.95,1.60441270911e-05
0.45,-0.95,1.33974898344e-05
0.5,-0.95,1.10157799179e-05
0.55,-0.95,8.93906375399e-06
0.6,-0.95,7.17455265099e-06
0.65,-0.95,5.70675604153e-06
0.7,-0.95,4.50666448227e-06
0.75,-0.95,3.53899797884e-06
0.8,-0.95,2.76730933789e-06
0.85,-0.95,2.15717782022e-06
0.9,-0.95,1.67791769881e-06
0.95,-0.95,1.30324830176e-06
1.0,-0.95,1.01130795477e-06
1.05,-0.95,7.843007249e-07
1.1,-0.95,6.0797418972e-07
1.15,-0.95,4.71052639442e-07
1.2,-0.95,3.64696287581e-07
1.25,-0.95,2.82021009566e-07
1.3,-0.95,2.17690799651e-07
1.35,-0.95,1.67582462125e-07
1.4,-0.95,1.28515685246e-07
1.45,-0.95,9.80391245707e-08
1.5,-0.95,7.42627741872e-08
1.55,-0.95,5.57276632493e-08
1.6,-0.95,4.13051410971e-08
1.65,-0.95,3.01193471539e-08
1.7,-0.95,2.14877160186e-08
1.75,-0.95,1.48754601186e-08
1.8,-0.95,9.86087508277e-09
1.85,-0.95,6.10902956613e-09
1.9,-0.95,3.35194999288e-09
1.95,-0.95,1.37381841009e-09
2.0,-0.95,0.0
-1.0,-0.9,-3.08236471703e-07
-0.95,-0.9,-4.27326211138e-07
-0.9,-0.9,-5.93799280157e-07
-0.85,-0.9,-8.26330742165e-07
-0.8,-0.9,-1.15042438982e-06
-0.75,-0.9,-1.60039057384e-06
-0.7,-0.9,-2.22147563589e-06
-0.65,-0.9,-3.07179419079e-06
-0.6,-0.9,-4.22341386386e-06
-0.55,-0.9,-5.76154638706e-06
-0.5,-0.9,-7.78038069629e-06
-0.45,-0.9,-1.03738320534e-05
-0.4,-0.9,-1.36196913187e-05
-0.35,-0.9,-1.7556750601e-05
-0.3,-0.9,-2.21567827331e-05
-0.25,-0.9,-2.72966604901e-05
-0.2,-0.9,-3.27394835951e-05
-0.15,-0.9,-3.81354417588e-05
-0.1,-0.9,-4.30510065025e-05
-0.05,-0.9,-4.70277045375e-05
0.0,-0.9,-3.32777735263e-05
