x,y,result
0.0,-0.5,1.73544366255
0.1,-0.5,2.20343435914
0.2,-0.5,2.65986749937
0.3,-0.5,3.1077120059
0.4,-0.5,3.56252194022
0.5,-0.5,4.0
0.6,-0.5,4.31280961221
0.7,-0.5,4.361104322
0.8,-0.5,4.12051959716
0.9,-0.5,3.69734774058
1.0,-0.5,3.2
1.1,-0.5,-2.68437575686
1.2,-0.5,-2.16997777602
1.3,-0.5,-1.66351401973
1.4,-0.5,-1.19041351287
1.5,-0.5,-0.8
1.6,-0.5,-0.519798574908
1.7,-0.5,-0.336503847773
1.8,-0.5,-0.221020508543
1.9,-0.5,-0.148417858388
2.0,-0.5,-0.102084921326
-1.0,-0.4,-0.0422326358299
-0.9,-0.4,-0.0587738633258
-0.8,-0.4,-0.0835904442919
-0.7,-0.4,-0.121740284618
-0.6,-0.4,-0.18183842093
-0.5,-0.4,-0.27860556964
-0.4,-0.4,-0.436559824325
-0.3,-0.4,-0.692962503202
-0.2,-0.4,-1.09129733714
-0.1,-0.4,-1.64702949843
0.0,-0.4,2.29203902592
0.1,-0.4,2.89353377335
0.2,-0.4,3.38953840342
0.3,-0.4,3.85006026106
0.4,-0.4,4.40009935184
0.5,-0.4,5.13329534332
0.6,-0.4,6.00961538462
0.7,-0.4,6.70442720865
0.8,-0.4,6.77907680683
0.9,-0.4,6.23874499849
1.0,-0.4,5.38793103448
1.1,-0.4,-4.41721361207
1.2,-0.4,-3.38953840342
1.3,-0.4,-2.3556095598
1.4,-0.4,-1.47405660377
1.5,-0.4,-0.873299207784
1.6,-0.4,-0.517658747276
1.7,-0.4,-0.315578709923
1.8,-0.4,-0.199384611966
1.9,-0.4,-0.130477650257
2.0,-0.4,-0.0881553471507
-1.0,-0.3,-0.0340144308495
-0.9,-0.3,-0.0479883433042
-0.8,-0.3,-0.0694806352322
-0.7,-0.3,-0.103627923433
-0.6,-0.3,-0.159873918148
-0.5,-0.3,-0.256156117975
-0.4,-0.3,-0.427160289318
-0.3,-0.3,-0.738137174818
-0.2,-0.3,-1.2930732155
-0.1,-0.3,-2.16853368101
0.0,-0.3,3.17990165644
0.1,-0.3,3.88016830983
0.2,-0.3,4.17911415886
0.3,-0.3,4.39272346759
0.4,-0.3,4.82067684041
0.5,-0.3,5.69508917343
0.6,-0.3,7.26312947604
0.7,-0.3,9.5785440613
0.8,-0.3,11.5728640487
0.9,-0.3,11.6405049295
1.0,-0.3,10.1936799185
1.1,-0.3,-8.05881110503
1.2,-0.3,-5.52169330428
1.3,-0.3,-3.12109862672
1.4,-0.3,-1.59434549474
1.5,-0.3,-0.827491589302
1.6,-0.3,-0.454780834001
1.7,-0.3,-0.265332289989
1.8,-0.3,-0.163148600796
1.9,-0.3,-0.104869413779
2.0,-0.3,-0.0699733860831
-1.0,-0.2,-0.0239179673577
-0.9,-0.2,-0.0341138532954
-0.8,-0.2,-0.0501194223323
-0.7,-0.2,-0.0762747650445
-0.6,-0.2,-0.121112887112
-0.5,-0.2,-0.202517762313
-0.4,-0.2,-0.360693660515
-0.3,-0.2,-0.691919028598
-0.2,-0.2,-1.42652429211
-0.1,-0.2,-2.9551698068
0.0,-0.2,4.89898575627
0.1,-0.2,5.34978843468
0.2,-0.2,4.72779894417
0.3,-0.2,4.29843519336
0.4,-0.2,4.36518934856
0.5,-0.2,5.05829302272
0.6,-0.2,6.77907680683
0.7,-0.2,10.6266550384
0.8,-0.2,18.3823529412
0.9,-0.2,25.5212303316
1.0,-0.2,24.0384615385
1.1,-0.2,-17.3544366255
1.2,-0.2,-8.44594594595
1.3,-0.2,-3.25556483836
1.4,-0.2,-1.35581536137
1.5,-0.2,-0.640569858772
1.6,-0.2,-0.335783796043
1.7,-0.2,-0.190715554654
1.8,-0.2,-0.11531216937
1.9,-0.2,-0.0732847730778
2.0,-0.2,-0.048504809468
-1.0,-0.1,-0.0123607576459
-0.9,-0.1,-0.0177550947478
-0.8,-0.1,-0.0263389152047
-0.7,-0.1,-0.0406378341967
-0.6,-0.1,-0.0658549517019
-0.5,-0.1,-0.113706587275
-0.4,-0.1,-0.213823897648
-0.3,-0.1,-0.453817492551
-0.2,-0.1,-1.15338163166
-0.1,-0.1,-3.74101877456
0.0,-0.1,9.94987442082
0.1,-0.1,6.8162414372
0.2,-0.1,3.87561238757
0.3,-0.1,2.88554928412
0.4,-0.1,2.68522219691
0.5,-0.1,3.0147604654
0.6,-0.1,4.08890719496
0.7,-0.1,6.9843029577
0.8,-0.1,16.6869582937
0.9,-0.1,60.9756097561
1.0,-0.1,99.0099009901
1.1,-0.1,-40.9836065574
1.2,-0.1,-7.48036061444
1.3,-0.1,-2.05420675226
1.4,-0.1,-0.767967341185
1.5,-0.1,-0.346830850002
1.6,-0.1,-0.177621701741
1.7,-0.1,-0.0995016994525
1.8,-0.1,-0.0596248059626
1.9,-0.1,-0.0376587924707
2.0,-0.1,-0.024812654416
