0.001,7.45597409091e-08
0.002,9.56322991107e-08
0.003,1.0491359403e-07
0.004,1.113249461e-07
0.005,1.16744278181e-07
0.006,1.21731331989e-07
0.007,1.26498462283e-07
0.008,1.31140620857e-07
0.009,1.35705553674e-07
0.01,1.40219464081e-07
0.011,1.44697732732e-07
0.012,1.49149877519e-07
0.013,1.53582041763e-07
0.014,1.57998327052e-07
0.015,1.62401547019e-07
0.016,1.66793673552e-07
0.017,1.71176111429e-07
0.018,1.7554987313e-07
0.019,1.79915693421e-07
0.02,1.84274106431e-07
0.021,1.88625498689e-07
0.022,1.92970146378e-07
0.023,1.97308241991e-07
0.024,2.01639913718e-07
0.025,2.05965239758e-07
0.026,2.10284259043e-07
0.027,2.14596979359e-07
0.028,2.18903383584e-07
0.029,2.23203434515e-07
0.03,2.27497078656e-07
0.031,2.31784249209e-07
0.032,2.36064868454e-07
0.033,2.40338849671e-07
0.034,2.44606098688e-07
0.035,2.48866515148e-07
0.036,2.53119993551e-07
0.037,2.57366424108e-07
0.038,2.61605693462e-07
0.039,2.65837685281e-07
0.04,2.70062280766e-07
0.041,2.74279359072e-07
0.042,2.78488797673e-07
0.043,2.82690472668e-07
0.044,2.86884259053e-07
0.045,2.91070030943e-07
0.046,2.95247661773e-07
0.047,2.99417024475e-07
0.048,3.03577991623e-07
0.049,3.07730435571e-07
0.05,3.11874228566e-07
0.051,3.16009242857e-07
0.052,3.2013535078e-07
0.053,3.24252424849e-07
0.054,3.28360337821e-07
0.055,3.32458962771e-07
0.056,3.36548173144e-07
0.057,3.40627842815e-07
0.058,3.44697846137e-07
0.059,3.48758057983e-07
0.06,3.52808353792e-07
0.061,3.56848609604e-07
0.062,3.60878702093e-07
0.063,3.64898508605e-07
0.064,3.68907907184e-07
0.065,3.72906776597e-07
0.066,3.76894996367e-07
0.067,3.8087244679e-07
0.068,3.84839008965e-07
0.069,3.88794564806e-07
0.07,3.92738997071e-07
0.071,3.96672189375e-07
0.072,4.00594026209e-07
0.073,4.04504392959e-07
0.074,4.08403175918e-07
0.075,4.12290262307e-07
0.076,4.16165540282e-07
0.077,4.20028898953e-07
0.078,4.23880228394e-07
0.079,4.27719419658e-07
0.08,4.31546364788e-07
0.081,4.35360956827e-07
0.082,4.39163089827e-07
0.083,4.42952658867e-07
0.084,4.46729560053e-07
0.085,4.50493690536e-07
0.086,4.54244948513e-07
0.087,4.57983233244e-07
0.088,4.61708445053e-07
0.089,4.65420485342e-07
0.09,4.69119256593e-07
0.091,4.72804662378e-07
0.092,4.76476607369e-07
0.093,4.80134997338e-07
0.094,4.83779739169e-07
0.095,4.87410740862e-07
0.096,4.91027911536e-07
0.097,4.94631161441e-07
0.098,4.98220401957e-07
0.099,5.01795545604e-07
0.1,5.05356506041e-07
0.101,5.08903198078e-07
0.102,5.12435537672e-07
0.103,5.15953441938e-07
0.104,5.19456829149e-07
0.105,5.2294561874e-07
0.106,5.26419731313e-07
0.107,5.29879088638e-07
0.108,5.33323613659e-07
0.109,5.36753230492e-07
0.11,5.40167864432e-07
0.111,5.43567441953e-07
0.112,5.4695189071e-07
0.113,5.50321139543e-07
0.114,5.53675118476e-07
0.115,5.57013758721e-07
0.116,5.60336992675e-07
0.117,5.63644753928e-07
0.118,5.66936977258e-07
0.119,5.70213598634e-07
0.12,5.73474555217e-07
