z,result
-1.0,0.00210081621043
-0.95,0.00276238773
-0.9,0.00365328665815
-0.85,0.00486358815125
-0.8,0.00652512697537
-0.75,0.00883524389995
-0.7,0.0120973234506
-0.65,0.0167927040725
-0.6,0.023713830125
-0.55,0.0342230427931
-0.5,0.0507843374028
-0.45,0.0781295571731
-0.4,0.126023211418
-0.35,0.216472694909
-0.3,0.404917108486
-0.25,0.852876172379
-0.2,2.1342200811
-0.15,6.96233427669
-0.1,35.2098492391
-0.05,363.677365801
0.0,nan
