-1.0,0.1,-4.25354236814e-09,-1.3867867213e-08
-1.0,0.2,-7.90338070018e-09,-1.20922206913e-08
-1.0,0.3,-1.05352886677e-08,-9.57383441174e-09
-1.0,0.4,-1.20140089296e-08,-6.78483683585e-09
-1.0,0.5,-1.24493239746e-08,-4.12901332852e-09
-1.0,0.6,-1.20908882391e-08,-1.86264356564e-09
-1.0,0.7,-1.12210123592e-08,-9.13489935873e-11
-1.0,0.8,-1.00849374913e-08,1.18958505191e-09
-1.0,0.9,-8.8629502068e-09,2.04594545977e-09
-1.0,1.0,-7.67074343336e-09,2.56570667989e-09
-0.9,0.1,-6.45217573891e-09,-1.88328402467e-08
-0.9,0.2,-1.17880584834e-08,-1.5891535869e-08
-0.9,0.3,-1.53135271489e-08,-1.18691337215e-08
-0.9,0.4,-1.69140059242e-08,-7.63648140608e-09
-0.9,0.5,-1.69197163486e-08,-3.85250792257e-09
-0.9,0.6,-1.58489742255e-08,-8.52729976881e-10
-0.9,0.7,-1.41988181773e-08,1.30009027852e-09
-0.9,0.8,-1.23438895174e-08,2.70454532937e-09
-0.9,0.9,-1.05213090425e-08,3.52199242444e-09
-0.9,1.0,-8.85733045868e-09,3.91560499957e-09
-0.8,0.1,-1.02663096986e-08,-2.64389677729e-08
-0.8,0.2,-1.83238361252e-08,-2.12991409825e-08
-0.8,0.3,-2.29865510825e-08,-1.46136212617e-08
-0.8,0.4,-2.43424097929e-08,-8.05068542314e-09
-0.8,0.5,-2.32784276098e-08,-2.66237024079e-09
-0.8,0.6,-2.08519822565e-08,1.20191695106e-09
-0.8,0.7,-1.7908175322e-08,3.65872617215e-09
-0.8,0.8,-1.49785952746e-08,5.01969562603e-09
-0.8,0.9,-1.23329790583e-08,5.61619970434e-09
-0.8,1.0,-1.0070185658e-08,5.72230626288e-09
-0.7,0.1,-1.73438773156e-08,-3.86570507879e-08
-0.7,0.2,-2.99357187951e-08,-2.90723258282e-08
-0.7,0.3,-3.57660033126e-08,-1.74650000866e-08
-0.7,0.4,-3.57920915617e-08,-7.13083634811e-09
-0.7,0.5,-3.22960815822e-08,3.97816507861e-10
-0.7,0.6,-2.73721715644e-08,5.06604922597e-09
-0.7,0.7,-2.23544817666e-08,7.50380251613e-09
-0.7,0.8,-1.78851840576e-08,8.44911819917e-09
-0.7,0.9,-1.41694463894e-08,8.50034559528e-09
-0.7,1.0,-1.11928573404e-08,8.06937613345e-09
-0.6,0.1,-3.16519097112e-08,-5.94418431945e-08
-0.6,0.2,-5.19421556576e-08,-4.00832934749e-08
-0.6,0.3,-5.78405400608e-08,-1.90119527393e-08
-0.6,0.4,-5.35651538624e-08,-2.76450935994e-09
-0.6,0.5,-4.48247949073e-08,7.13010047369e-09
-0.6,0.6,-3.54876735127e-08,1.19422773941e-08
-0.6,0.7,-2.73183665938e-08,1.3522134396e-08
-0.6,0.8,-2.0788231024e-08,1.3337338159e-08
-0.6,0.9,-1.57920993934e-08,1.23221263633e-08
-0.6,1.0,-1.20452208569e-08,1.10024658287e-08
-0.5,0.1,-6.40138135159e-08,-9.73010851782e-08
-0.5,0.2,-9.69055041697e-08,-5.41663790215e-08
-0.5,0.3,-9.71072961932e-08,-1.45211574589e-08
-0.5,0.4,-8.07387573112e-08,9.8366628753e-09
-0.5,0.5,-6.12926316839e-08,2.07121606567e-08
-0.5,0.6,-4.46801344249e-08,2.35177672854e-08
-0.5,0.7,-3.2141670042e-08,2.24669283497e-08
-0.5,0.8,-2.31534278879e-08,1.99529304778e-08
-0.5,0.9,-1.68277478657e-08,1.71302029417e-08
-0.5,1.0,-1.23841445413e-08,1.44842975561e-08
-0.4,0.1,-1.4924544625e-07,-1.71549558296e-07
-0.4,0.2,-1.96563945871e-07,-6.34660687198e-08
-0.4,0.3,-1.67177775906e-07,1.06848916732e-08
