z,result
-1.0,-0.000724808467436
-0.95,-0.000895100481153
-0.9,-0.00112003097862
-0.85,-0.00142309389668
-0.8,-0.00184042565877
-0.75,-0.00242888843714
-0.7,-0.00328021102606
-0.65,-0.00454656140004
-0.6,-0.00648864743036
-0.55,-0.00957053076117
-0.5,-0.014657286823
-0.45,-0.0234557949964
-0.4,-0.0395816990001
-0.35,-0.0714183768931
-0.3,-0.140839373653
-0.25,-0.314845578307
-0.2,-0.852301382111
-0.15,-3.20782223352
-0.1,-25.2040027533
-0.05,nan
0.0,nan
