x,y,Rx,Ry,Rz
-1.0,-2.0,4.21195046902e-24,3.02927993655e-37,2.75788137425e-24
-1.0,-1.95,4.34925535921e-24,4.85083700284e-37,2.76382881125e-24
-1.0,-1.9,4.45109163145e-24,1.34444296516e-37,2.74378670267e-24
-1.0,-1.85,4.50749333805e-24,4.65617444958e-37,2.69389724793e-24
-1.0,-1.8,4.50756104333e-24,2.19535623425e-37,2.61044437376e-24
-1.0,-1.75,4.43983237338e-24,2.0372269893e-37,2.49012212844e-24
-1.0,-1.7,4.29291361479e-24,-7.41255946958e-38,2.33040151562e-24
-1.0,-1.65,4.05647390866e-24,-5.25749605927e-37,2.13001854596e-24
-1.0,-1.6,3.72273231663e-24,6.51389174249e-37,1.88960840015e-24
-1.0,-1.55,3.28860153546e-24,-5.81697512102e-37,1.6125114932e-24
-1.0,-1.5,2.758689431e-24,6.47816199476e-37,1.30577603518e-24
-1.0,-1.45,2.14939872167e-24,-1.80775304328e-37,9.81377214276e-25
-1.0,-1.4,1.49440201616e-24,5.10651276387e-37,6.57663847197e-25
-1.0,-1.35,8.51797130472e-25,-9.46422185093e-38,3.61027353945e-25
-1.0,-1.3,3.13255363895e-25,-1.50501159047e-37,1.27763012121e-25
-1.0,-1.25,1.54471101619e-26,-2.1601143626e-37,6.05727765658e-27
-1.0,-1.2,1.53942006281e-25,2.93978337568e-37,5.79853314291e-26
-1.0,-1.15,9.99603921293e-25,-3.59659371406e-37,3.61338429209e-25
-1.0,-1.1,2.91719475862e-24,6.65893442923e-37,1.01102109635e-24
-1.0,-1.05,6.38541712187e-24,-9.25489431688e-37,2.11966632421e-24
-1.0,-1.0,1.20169103047e-23,1.8691278533e-36,3.81701928376e-24
-1.0,-0.95,2.05757130114e-23,3.53241792141e-36,6.24754877393e-24
-1.0,-0.9,3.29883779253e-23,-2.22241900702e-37,9.56567965189e-24
-1.0,-0.85,5.03432579792e-23,-2.90707558976e-36,1.39280254457e-23
