-0.5,6.18835354416e-19,-1.05657546482e-33,-3.29880618863e-18
-0.45,8.17347243509e-19,3.97559830161e-33,-4.4450408624e-18
-0.4,8.56457530227e-19,-5.3519523109e-33,-5.54784699713e-18
-0.35,-8.99208440239e-19,-1.33946111908e-33,-6.68905026034e-18
-0.3,-8.72487102099e-18,1.80804549342e-33,-1.01830115308e-18
-0.25,-6.22158106692e-18,9.67974047496e-33,2.08649359678e-18
-0.2,-6.35953400176e-18,-8.29927811292e-33,1.41377754663e-18
-0.15,-6.56588479154e-18,1.41488965284e-32,7.19507144445e-19
-0.1,-6.63053234227e-18,-1.92109807486e-32,-1.67965664772e-18
-0.05,-3.71901426877e-18,2.50453192069e-32,-4.67106642224e-17
0.0,3.16643276854e-18,1.57271445136e-30,-1.945276958e-15
