-0.5,-7.70120513127e-19,-1.03043100109e-33,-1.59684662581e-18
-0.45,-1.65772447757e-18,-2.87631378503e-21,4.32773677756e-07
-0.4,-2.11794640666e-18,3.09436208678e-31,1.08277553049e-17
-0.35,-1.7483444548e-18,1.17523647675e-32,2.57734104613e-18
-0.3,-1.19792397907e-18,-8.96883675641e-33,2.9192697799e-18
-0.25,-8.26820304698e-19,3.69822571586e-33,3.50597525567e-18
-0.2,-6.30886848209e-19,9.17957350616e-33,4.13103954601e-18
-0.15,-5.00796665274e-19,5.96893696955e-33,4.57327320717e-18
-0.1,-1.46521144692e-19,-2.14281511733e-32,4.48468481769e-18
-0.05,4.70581571633e-19,1.23107818895e-32,-3.01061665394e-18
0.0,-9.09471609711e-31,-2.316588145e-19,-4.5665488729e-32
