-0.5,-2.75946296886e-18,1.15749753231e-33,3.54815712907e-19
-0.45,5.7628750467e-07,1.20509875524e-22,9.15788852536e-19
-0.4,1.4126548298e-17,1.38127442292e-31,1.67279667156e-18
-0.35,1.54523388463e-18,1.54377643706e-32,1.98090028428e-18
-0.3,1.78776008356e-18,-1.06431051152e-32,1.86272917334e-18
-0.25,2.57754503408e-18,9.23668196046e-33,1.56342374786e-18
-0.2,3.71125969674e-18,-9.71219881272e-34,1.17380732717e-18
-0.15,5.14886378309e-18,-1.12849162146e-32,7.64927707581e-19
-0.1,5.74787386628e-18,-1.37855629795e-32,4.241348937e-19
-0.05,-3.56766099408e-17,4.06030736327e-33,1.78751561683e-19
0.0,1.56480294018e-14,-5.54119103221e-32,-1.12370734292e-32
